Vertex,SAT time,VC1 time,VC2 time,SAT size,VC1 size,VC2 size
45,5000068,1466,163,0,23,32
45,5000068,1488,155,0,23,32
45,5000137,2360,324,0,22,36
45,5000118,2344,310,0,22,36
45,5000129,2369,318,0,22,36
45,5000087,2366,315,0,22,36
45,5000075,959,283,0,22,36
45,5000113,2361,233,0,22,36
45,5000127,2318,271,0,22,36
45,5000057,2350,363,0,22,36
45,5000042,2364,312,0,22,36
45,5000016,2284,310,0,22,36
45,5000065,2316,375,0,20,32
45,4998262,1262,164,0,20,32
45,4998009,1291,167,0,20,32
45,4998213,1265,173,0,20,32
45,5000058,1274,165,0,20,32
45,5000049,1289,168,0,20,32
45,4996122,1258,171,0,20,32
45,5000048,1268,167,0,20,32
45,5000034,1276,183,0,20,32
45,4997581,807,175,0,20,32
45,5000160,2153,354,0,24,36
45,5000139,2175,326,0,24,36
45,5000119,2179,334,0,24,36
45,5000130,2158,327,0,24,36
45,5000118,2173,340,0,24,36
45,5000074,2161,327,0,24,36
45,5000102,2111,301,0,24,36
45,5000063,2234,389,0,24,36
45,5000132,2150,255,0,24,36
45,5000064,2179,304,0,24,36
50,5000102,2956,297,0,25,38
50,5000100,2901,198,0,25,38
50,5000051,1837,197,0,25,38
50,4999930,1839,197,0,25,38
50,5000063,1801,204,0,25,38
50,5000035,1851,194,0,25,38
50,4996804,1791,203,0,25,38
50,5000051,1228,162,0,25,38
50,4996622,1823,201,0,25,38
50,5000049,1820,196,0,25,38
50,5000125,2912,366,0,25,40
50,5000117,2881,215,0,25,40
50,5000125,2885,357,0,25,40
50,5000081,2906,341,0,25,40
50,5000132,2918,360,0,25,40
50,5000135,2895,345,0,25,40
50,5000115,2897,347,0,25,40
50,5000059,2848,358,0,25,40
50,5000109,2917,317,0,25,40
50,5000067,2955,353,0,25,40
50,5000004,3333,370,0,25,38
50,5000038,3308,185,0,25,38
50,4999984,2013,207,0,25,38
50,5000052,2015,203,0,25,38
50,5000011,2021,209,0,25,38
50,5000025,2029,200,0,25,38
50,5000061,1352,180,0,25,38
50,4998612,2033,221,0,25,38
50,4988014,1981,206,0,25,38
50,5000041,2031,209,0,25,38
50,5000186,3135,383,0,25,42
50,5000126,3106,368,0,25,42
50,5000119,3092,355,0,25,42
50,5000143,3126,374,0,25,42
50,5000081,3078,350,0,25,42
50,5000058,3138,327,0,25,42
50,5000106,3092,313,0,25,42
50,5000081,3099,418,0,25,42
50,5000129,3100,360,0,25,42
50,5000056,3123,311,0,25,42
50,5000111,2777,321,0,25,36
50,5000032,2760,165,0,25,36
50,5000014,1691,178,0,25,36
50,5000050,1692,186,0,25,36
50,5000047,1710,179,0,25,36
50,4999280,1699,178,0,25,36
50,4998743,1710,185,0,25,36
50,4997358,1707,169,0,25,36
50,4997770,1705,181,0,25,36
50,5000040,1712,178,0,25,36
50,5000183,3181,366,0,26,38
50,5000133,3184,335,0,26,38
50,5000140,3173,330,0,26,38
50,5000086,3163,340,0,26,38
50,5000089,3166,334,0,26,38
50,5000138,3181,366,0,26,38
50,5000144,3177,334,0,26,38
50,5000067,3174,407,0,26,38
50,5000127,3193,356,0,26,38
50,5000130,3210,285,0,26,38
50,5000019,2848,263,0,25,34
50,5000080,2733,154,0,25,34
50,4999994,1698,189,0,25,34
50,5000047,1698,179,0,25,34
50,4997102,1704,188,0,25,34
50,5000007,1711,178,0,25,34
50,4999947,1713,176,0,25,34
50,4999690,1715,182,0,25,34
50,5000035,1711,176,0,25,34
50,5000033,2601,185,0,25,34
50,5000124,2850,361,0,23,38
50,5000048,2900,384,0,23,38
50,5000069,2860,346,0,23,38
50,5000078,2387,238,0,23,38
50,5000115,2842,376,0,23,38
50,5000139,2839,351,0,23,38
50,5000140,2858,338,0,23,38
50,5000109,2874,416,0,23,38
50,5000106,2872,296,0,23,38
50,5000141,2863,353,0,23,38
50,5000058,3005,294,0,25,40
50,5000033,3011,185,0,25,40
50,5000049,1852,192,0,25,40
50,5000034,1848,185,0,25,40
50,4997799,1858,194,0,25,40
50,5000004,1844,184,0,25,40
50,4998917,1851,194,0,25,40
50,5000025,1845,193,0,25,40
50,5000052,1855,184,0,25,40
50,5000051,1850,195,0,25,40
50,5000160,2933,371,0,24,38
50,5000099,2940,327,0,24,38
50,5000063,2914,356,0,24,38
50,5000139,2915,353,0,24,38
50,5000119,2485,351,0,24,38
50,5000070,2990,347,0,24,38
50,5000090,2942,360,0,24,38
50,5000037,2884,359,0,24,38
50,5000058,2915,312,0,24,38
50,5000047,2950,357,0,24,38
